LINHA;STATUS;NÚMERO PEDIDO;PEDIDO VINCULADO;ORIGEM;LOGIN OPERADORA;CLIENTE;CNPJ;Cidade;Estado;DDD;USUÁRIO PROPRIETÁRIO;USUÁRIO TAGS;USUÁRIO ADM;CONSULTOR ;EQUIPE;ETAPA;DATA CADASTRO;DATA ATUALIZAÇÃO;SOLICITAÇÃO;NEGOCIAÇÃO;NOTAS FISCAIS;REVISÃO;ITEM;TELEFONE;ETAPA ITEM;PORTABILIDADE;PRODUTO;Valor;Quantidade;Data Referencia;Origem;Data InstalaÃ§Ã£o;PerÃ­odo;Cidade InstalaÃ§Ã£o;Estado InstalaÃ§Ã£o;Rpon;InstÃ¢ncia;Tags
Móvel - Migração;Analise Vivo;1-873311910748;;42873421;DFP4059-001;LDA CORRETORA DE SEGUROS LTDA;3,28E+13;BRASILIA;DF;61;LUCAS DE SOUZA MELO;#VALPARAISO;;LUCA;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61984907921;Aberto;;SMCRPMASS60GB;108,49;1;27/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873311910748;;42873421;DFP4059-001;LDA CORRETORA DE SEGUROS LTDA;3,28E+13;BRASILIA;DF;61;LUCAS DE SOUZA MELO;#VALPARAISO;;LUCA;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61991752163;Aberto;;SMCRPMASS1GB;29,99;1;27/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873311910748;;42873421;DFP4059-001;LDA CORRETORA DE SEGUROS LTDA;3,28E+13;BRASILIA;DF;61;LUCAS DE SOUZA MELO;#VALPARAISO;;LUCA;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61982828869;Aberto;;SMCRPMASS1GB;29,99;1;27/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873388104307;;42859606;DFP4059-001;RK TERRAPLENAGEM E CONSTRUCAO LTDA;9,18E+12;BRASILIA;DF;61;Naiyara Alexandra Oliveira de Sousa;;;ANA;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;77999208005;Aberto;;SMCRPMASS25GB;66,99;1;29/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873388104307;;42859606;DFP4059-001;RK TERRAPLENAGEM E CONSTRUCAO LTDA;9,18E+12;BRASILIA;DF;61;Naiyara Alexandra Oliveira de Sousa;;;ANA;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;77999208001;Aberto;;SMCRPMASS15GB;56,99;1;29/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Movel Altas - Portabilidade;Analise Vivo;1-873427593239;;42974084;DFP4059-001;ITRAFFIC LAST MILE LOGISTICA E ENTREGAS LTDA;4,89E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;PORTADO;NOVO;OV: /NF:;;;61996218367;Aberto;29/01/2024;SMCRPMASS40GB;81,99;1;29/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel Altas - Totais;Analise Vivo;1-873427593239;;42974084;DFP4059-001;ITRAFFIC LAST MILE LOGISTICA E ENTREGAS LTDA;4,89E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;PORTADO;NOVO;OV: /NF:;;;61996218367;Aberto;29/01/2024;SMCRPMASS40GB;81,99;1;29/01/2024;VIVO-CORP;;;;;;;#MOVEL
Movel Altas - Portabilidade;Analise Vivo;1-873427593239;;42974084;DFP4059-001;ITRAFFIC LAST MILE LOGISTICA E ENTREGAS LTDA;4,89E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;PORTADO;NOVO;OV: /NF:;;;61998363639;Aberto;29/01/2024;SMCRPMASS40GB;81,99;1;29/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel Altas - Totais;Analise Vivo;1-873427593239;;42974084;DFP4059-001;ITRAFFIC LAST MILE LOGISTICA E ENTREGAS LTDA;4,89E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;PORTADO;NOVO;OV: /NF:;;;61998363639;Aberto;29/01/2024;SMCRPMASS40GB;81,99;1;29/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel - Migração;Analise Vivo;1-872988688140;;42416662;DFP4059-001;ASSOCIACAO DE DOCENTES DO ENSINO SUPERIOR DO CEUB;2,64E+13;BRASILIA;DF;61;Ricardo Lorran Freire Santos;;;Andre;EQUIPE SAMAMBAIA;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999780465;Aberto;;SMCRPMASS30GB;71,99;1;29/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-872988688140;;42416662;DFP4059-001;ASSOCIACAO DE DOCENTES DO ENSINO SUPERIOR DO CEUB;2,64E+13;BRASILIA;DF;61;Ricardo Lorran Freire Santos;;;Andre;EQUIPE SAMAMBAIA;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999018884;Aberto;;SMCRPMASS20GB;61,99;1;29/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61996636456;Aberto;;SMCRPMASS100GB;115,49;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61996549634;Aberto;;SMCRPMASS15GB;56,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61996705235;Aberto;;SMCRPMASS12GB;49,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999513476;Aberto;;SMCRPMASS6GB;41,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62996939729;Aberto;;SMCRPMASS20GB;61,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61998471503;Aberto;;SMCRPMASS100GB;115,49;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999480464;Aberto;;SMCRPMASS3GB;34,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62999048989;Aberto;;SMCRPMASS100GB;115,49;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999116986;Aberto;;SMCRPMASS3GB;34,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61996646665;Aberto;;SMCRPMASS6GB;41,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999665064;Aberto;;SMCRPMASS15GB;56,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999116364;Aberto;;SMCRPMASS100GB;115,49;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999788080;Aberto;;SMCRPMASS100GB;115,49;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999034688;Aberto;;SMCRPMASS10GB;44,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999563729;Aberto;;SMCRPMASS3GB;34,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873232484804;;42638976;DFP4059-001;CBMAQ COMPANHIA BRASILEIRA DE MAQUINAS LTDA;1,12E+13;BRASILIA;DF;61;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999116086;Aberto;;SMCRPMASS6GB;41,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873235309890;;42638711;DFP4059-001;CONTASSEL CONTABILIDADE E ASSESSORIA SOCIEDADE SIMPLES LTDA;8,68E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61998178698;Aberto;;SMCRPMASS1GB;29,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873235309890;;42638711;DFP4059-001;CONTASSEL CONTABILIDADE E ASSESSORIA SOCIEDADE SIMPLES LTDA;8,68E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999063526;Aberto;;SMCRPMASS1GB;29,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873235309890;;42638711;DFP4059-001;CONTASSEL CONTABILIDADE E ASSESSORIA SOCIEDADE SIMPLES LTDA;8,68E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999884801;Aberto;;SMCRPMASS1GB;29,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873235309890;;42638711;DFP4059-001;CONTASSEL CONTABILIDADE E ASSESSORIA SOCIEDADE SIMPLES LTDA;8,68E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999633536;Aberto;;SMCRPMASS20GB;61,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873235309890;;42638711;DFP4059-001;CONTASSEL CONTABILIDADE E ASSESSORIA SOCIEDADE SIMPLES LTDA;8,68E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999743526;Aberto;;SMCRPMASS1GB;29,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873235309890;;42638711;DFP4059-001;CONTASSEL CONTABILIDADE E ASSESSORIA SOCIEDADE SIMPLES LTDA;8,68E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999760226;Aberto;;SMCRPMASS20GB;61,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873235309890;;42638711;DFP4059-001;CONTASSEL CONTABILIDADE E ASSESSORIA SOCIEDADE SIMPLES LTDA;8,68E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61998025812;Aberto;;SMCRPMASS20GB;61,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873235309890;;42638711;DFP4059-001;CONTASSEL CONTABILIDADE E ASSESSORIA SOCIEDADE SIMPLES LTDA;8,68E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61998388453;Aberto;;SMCRPMASS12GB;49,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873235309890;;42638711;DFP4059-001;CONTASSEL CONTABILIDADE E ASSESSORIA SOCIEDADE SIMPLES LTDA;8,68E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61996438667;Aberto;;SMCRPMASS20GB;61,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62999960587;Aberto;;SMCRPMASS25GB;66,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;93992086275;Aberto;;SMCRPMASS30GB;71,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Movel Altas - Novo;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: /NF:;;;62998281085;Aberto;;SMCRPMASS6GB;41,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel Altas - Totais;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: /NF:;;;62998281085;Aberto;;SMCRPMASS6GB;41,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62999647121;Aberto;;SMCRPMASS25GB;66,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;64996535538;Aberto;;SMCRPMASS25GB;66,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Movel Altas - Novo;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: /NF:;;;62998280259;Aberto;;SMCRPMASS6GB;41,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel Altas - Totais;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: /NF:;;;62998280259;Aberto;;SMCRPMASS6GB;41,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62999440067;Aberto;;SMCRPMASS3GB;34,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração PP;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PP;NOVO;OV: /NF:;;;62981291047;Aberto;;SMCRPMASS100GB;115,49;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62996374191;Aberto;;SMCRPMASS25GB;66,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62999528623;Aberto;;SMCRPMASS3GB;34,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62996594798;Aberto;;SMCRPMASS25GB;66,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62999677609;Aberto;;SMCRPMASS25GB;66,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62999655366;Aberto;;SMCRPMASS25GB;66,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Analise Vivo;1-873301072430;;42951302;DFP4059-001;ORBIS GESTAO DE TECNOLOGIA EM SAUDE LTDA;2,31E+13;GOIANIA;GO;62;ANA CAROLINE BORGES DE MORAIS;#posVendas;;ANA CAROLINE;;CrÃ©dito Aprovado (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;85994329846;Aberto;;SMCRPMASS20GB;61,99;1;27/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
